BlockID,Process
blk_-5207134043757699630,"I1, I1, I2, I1, I4, I3, I5, I5, I4, I3, I4, I3, I5"
blk_-192854017752506322,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_3575145540095437191,"I1, I2, I1, I1, I3, I4, I5, I5, I4, I3, I5, I4, I3"
blk_5327264281971774868,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_1723337228270932844,"I2, I1, I1, I1, I4, I3, I4, I5, I5, I5, I3, I4, I3"
blk_283722344509340720,"I2, I1, I1, I1, I5, I4, I3, I3, I4, I5, I5, I3, I4"
blk_3919656132919045945,"I1, I1, I1, I2, I3, I4, I5, I3, I4, I5, I5, I3, I4"
blk_-8020122084289711246,"I1, I1, I2, I1, I5, I5, I3, I4, I4, I3, I5, I3, I4"
blk_577479397116252442,"I1, I1, I1, I2, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-37396863222883172,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_-5149120948524721004,"I1, I2, I1, I16"
blk_-7308109971911889840,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4"
blk_7571460928705672955,"I1, I1, I2, I1, I3, I4, I5, I4, I5, I3, I3, I4, I5"
blk_2478495732329970651,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_-6185074182939121125,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-5985287426808317895,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_5840241340178280867,"I2, I1, I1, I1, I4, I3, I5, I5, I4, I3, I4, I3, I5"
blk_6826723508164740030,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I5, I4, I3"
blk_-6009993418460147695,"I1, I1, I2, I1, I5, I4, I3, I5, I5, I4, I3, I4, I3, W4, I10"
blk_-4924472390813369072,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I4, I4, I3, I3, I10"
blk_-714037130302498269,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_5782506511440036223,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I4, I5, I3"
blk_-4234074256452172690,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I4, I3, I3"
blk_1041219692330035988,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_1655267774908624737,"I2, I1, I1, I1, I4, I3, I5, I5, I4, I3, I4, I5, I3"
blk_-3301162379232456058,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I4, I3, I4, I3"
blk_5479394242818184172,"I2, I1, I1, I1, I4, I3, I3, I4, I5, I5, I4, I3, I5"
blk_-5095798139511840987,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I4, I3, I3, I3"
blk_5523519043757407376,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-6554586635273397543,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I4, I3"
blk_-1702855224056749639,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_298886889932894559,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4"
blk_4330662640463573706,"I1, I2, I1, I1, I4, I3, I5, I5, I4, I3, I5, I3, I4, I10"
blk_9098001840058558144,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4"
blk_2457023114958798428,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4"
blk_-4029631711454061366,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I5, I3, I4"
blk_-2966148287654295464,"I2, I1, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-8841816597347150114,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I4, I3, I4, I3, W4, I10"
blk_6725384198162564283,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I5, I3, I4"
blk_-1503899774886159078,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-3109781789702545199,"I2, I1, I1, I1, I5, I5, I4, I4, I3, I3, I5, I4, I3"
blk_4448105895034043452,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I3, I4, I4, W4, I10"
blk_4740256457847790996,"I1, I1, I2, I1, I5, I5, I4, I4, I3, I3, I3, I4, I5, I30, I30, I30, I17, I17, I17"
blk_1629607480991820150,"I1, I1, I2, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_-5044921633687303958,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_-5166312134315184186,"I1, I2, I1, I1, I4, I5, I3, I4, I3, I5, I5, I4, I3, I30, I30, I30, I17, I17, I17"
blk_1622449074906686247,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I4, I3, I10"
blk_-1869284367336120857,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3"
blk_-6459524200359662202,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5"
blk_-6612790349153250921,"I2, I1, I1, I1, I3, I4, I5, I3, I4, I4, I5, I5, I3"
blk_-967591528365306447,"I1, I2, I1, I1, I5, I4, I3, I4, I4, I3, I5, I5, I3"
blk_7410632336175879405,"I1, I2, I1, I1, I5, I3, I4, I5, I3, I4, I4, I3, I5"
blk_-7518108808613574571,"I2, I1, I1, I1, I4, I3, I5, I4, I3, I4, I3, I5, I5"
blk_5196294179668169959,"I1, I1, I2, I1, I5, I3, I4, I5, I5, I4, I3, I4, I3"
blk_4341225278401590218,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I4, I3"
blk_4805033961532711844,"I1, I1, I1, I2, I5, I5, I3, I4, I3, I4, I4, I3, I5"
blk_-5294193005417690161,"I1, I2, I1, I1, I5, I3, I4, I5, I5, I3, I4, I4, I3"
blk_-322611681381164253,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_-7392631520017857165,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_8495808766536448733,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-1907882701652380501,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3, I10"
blk_-8444775424859039587,"I1, I1, I1, I2, I5, I5, I4, I3, I4, I4, I3, I3, I5"
blk_-6227335421615480545,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5"
blk_2410487127043379341,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3"
blk_-8339078375778590148,"I2, I1, I1, I1, I3, I4, I3, I4, I5, I5, I5, I4, I3"
blk_-5083514250434443399,"I1, I1, I1, I2, I4, I3, I5, I5, I3, I4, I5, I4, I3"
blk_-4202822410390693672,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I5, I3, I4"
blk_-3397448483241799792,"I2, I1, I1, I1, I3, I4, I4, I3, I5, I5, I5, I3, I4"
blk_-5863821666341525537,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_3157353930253727418,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_-6127336120667673643,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5, W4, I10"
blk_1789046740481997861,"I1, I2, I1, I1, I5, I5, I4, I4, I3, I3, I4, I3, I5"
blk_-8966202996565920700,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_171166048709643043,"I2, I1, I3, I1, I1, I4, I3, I4, I4, I3, I5, I5, I5, I10"
blk_2297145385235086288,"I2, I1, I1, I16"
blk_5407544477409952632,"I1, I2, I1, I1, I4, I3, I4, I5, I5, I5, I4, I3, I3"
blk_1643367624960026684,"I1, I2, I1, I1, I3, I4, I4, I3, I5, I5, I5, I3, I4"
blk_3875761334291653866,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-4253878020757255362,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_2427675333179652236,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I3, I4, I4"
blk_-4615535795957682301,"I2, I1, I1, I1, I5, I4, I5, I5, I3, I3, I4, I3, I4"
blk_-6789547697282417795,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-64574511042409755,"I1, I1, I2, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_-1819438187507845156,"I2, I1, I1, I1, I5, I3, I4, I3, I4, I5, I4, I5, I3"
blk_-5585736967458462216,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I3, I4, I5"
blk_8890502101678971710,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_-4650627721974251444,"I2, I1, I1, I1, I5, I3, I4, I3, I4, I3, I4, I5, I5"
blk_8907621939117685373,"I1, I1, I2, I1, I5, I4, I3, I5, I4, I3, I3, I4, I5"
blk_202775205339732566,"I1, I2, I1, I1, I5, I3, I4, I3, I5, I5, I4, I3, I4"
blk_3174166482908544949,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I4, I3, I3, I4, W4, I10"
blk_-4518333669132621362,"I1, I1, I1, I2, I5, I4, I3, I5, I3, I4, I5, I4, I3"
blk_5119200028801851872,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I3, I4"
blk_-4775621084671428577,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I4, I3, I5, I5"
blk_1086215142028758203,"I2, I1, I1, I1, I3, I4, I3, I4, I5, I5, I5, I4, I3"
blk_-8019384396102909611,"I2, I1, I1, I1, I3, I4, I5, I5, I4, I3, I3, I4, I5"
blk_-7110419360719687286,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_-2068635023437397271,"I2, I1, I1, I1, I3, I4, I4, I3, I5, I5, I5, I4, I3"
blk_-7585256437923912301,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I5, I3, I4"
blk_75833561205712527,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I3, I4, I4"
blk_-9059309060904718815,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_7264616104360709496,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_2755561932121362616,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-4132935619078921109,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I4, I3, I3"
blk_-9210471301544214663,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I4, I3, I3, I4"
blk_-6831579201991380008,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_-2771318359696833207,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3"
blk_4445973204861597359,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3"
blk_1815977499270285240,"I1, I2, I1, I1, I4, I3, I5, I5, I4, I3, I4, I3, I5"
blk_-8353164499333152839,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_-3497952562230023627,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_-1679057288993234353,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I5, I5, I4, I3"
blk_654355820064558950,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3"
blk_7030283784683567491,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I30, I30, I30, I17, I17, I17"
blk_-9151926298837454158,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_4401190998150469757,"I1, I2, I1, I1, I3, I4, I5, I5, I4, I3, I3, I4, I5"
blk_745945776402712162,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I5, I3, I4"
blk_1738333795675215747,"I1, I1, I2, I1, I5, I5, I3, I4, I3, I4, I4, I3, I5"
blk_5532114081293969493,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I4, I3, I5, I13"
blk_-7850141322389139804,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I5, I5, I4, I3"
blk_5637030379503324875,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_8683515080984130604,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I30, I30, I30, I17, I17, I17"
blk_-3571346041576396472,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-3257990565025686074,"I1, I2, I1, I1, I5, I4, I3, I3, I4, I5, I5, I3, I4, W4, I10"
blk_1200526593778313480,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I4, I3, I5"
blk_7786172363423540119,"I2, I1, I1, I1, I5, I4, I3, I3, I4, I3, I4, I5, I5"
blk_2836556937936137318,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3"
blk_-6649883951644333838,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-4931258961101221580,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_4941344559713480979,"I1, I1, I1, I2, I4, I3, I5, I4, I3, I3, I4, I5, I5"
blk_-1108726088040940928,"I1, I1, I1, I2, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_8742675485846993153,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3, W4, I10"
blk_-3149520834202119236,"I1, I2, I1, I1, I5, I5, I4, I4, I3, I3, I4, I3, I5"
blk_-1108108532545920363,"I1, I2, I1, I1, I3, I4, I4, I3, I4, I3, I5, I5, I5"
blk_7506164953801294954,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-3024818994362792290,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_-3684578845220465928,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_7659890041028353715,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I3, I3, I3, I4"
blk_-8864673682297964130,"I1, I2, I1, I16"
blk_5221134451076393818,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_1754460385752807607,"I2, I1, I1, I1, I5, I4, I4, I3, I3, I5, I5, I4, I3"
blk_6323831390335100323,"I1, I2, I1, I1, I4, I3, I5, I5, I4, I3, I4, I3, I5"
blk_-8503751382619996785,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_7430496552995196805,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I4, I3, I3, I5"
blk_7915298961759510331,"I1, I2, I1, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_-3810088033973994296,"I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I1, I3, I4, I10"
blk_5041783920439129093,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3"
blk_-1285115936538346751,"I1, I2, I1, I1, I5, I3, I4, I5, I3, I4, I5, I4, I3"
blk_6073494583034579320,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I4, I3"
blk_7744335115975133482,"I1, I1, I1, I2, I3, I4, I4, I3, I4, I3, I5, I5, I5"
blk_6120779340193464826,"I1, I1, I1, I2, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-4057191670098938747,"I1, I1, I1, I2, I4, I3, I4, I5, I5, I5, I3, I3, I4"
blk_-989537068187814910,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_-193971728212130597,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I5, I3, I4"
blk_2291379947495239301,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_4395113385995871654,"I1, I2, I1, I1, I5, I4, I3, I4, I4, I3, I5, I5, I3"
blk_-3371208849775590532,"I1, I2, I1, I1, I5, I5, I5, I4, I4, I3, I3, I3, I4"
blk_-6826626172096246336,"I1, I1, I2, I1, I4, I5, I5, I5, I3, I4, I3, I3, I4"
blk_-5675730053618673609,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I5, I3, I4, I5"
blk_518928406231028310,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3, W4, I10"
blk_-5227480363234966694,"I1, I1, I2, I1, I3, I4, I5, I5, I5, I4, I3, I4, I3, I10"
blk_3515563089334265983,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, W4, I10"
blk_-512779394458731942,"I1, I1, I2, I1, I4, I3, I5, I5, I3, I4, I3, I4, I5"
blk_-1671237164557940178,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_5187145232204067109,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_7010577227404773525,"I1, I2, I1, I1, I3, I4, I5, I3, I4, I3, I4, I5, I5, I30, I30, I30, I17, I17, I17"
blk_4673054357895215327,"I1, I2, I1, I1, I5, I3, I4, I5, I5, I4, I3, I3, I4"
blk_-2166134416691254576,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5"
blk_8626328952828122951,"I2, I1, I1, I1, I5, I4, I4, I3, I3, I5, I5, I4, I3"
blk_1280910792714781629,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_4147781313131575022,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I3, I4, I3, I4"
blk_7207768374107663287,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_2056344188540622196,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4, I10"
blk_6541244018154318095,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-6791076017684934307,"I2, I1, I1, I1, I4, I3, I3, I4, I5, I5, I4, I5, I3"
blk_-686242082543481939,"I2, I1, I1, I1, I5, I3, I4, I4, I3, I5, I5, I3, I4"
blk_-1382426866461642633,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I4, I3, I5"
blk_2967323176134335246,"I1, I2, I1, I1, I5, I5, I4, I3, I3, I4, I5, I4, I3"
blk_4569483316451218440,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, W4, I10"
blk_-1223861542079698556,"I1, I2, I1, I1, I5, I5, I5, I4, I4, I3, I3, I4, I3"
blk_2980349104983406621,"I1, I1, I2, I1, I3, I4, I5, I5, I4, I3, I3, I4, I5"
blk_-3357860128512042827,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4"
blk_5909764828179642803,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I5, I3"
blk_3775926850203035226,"I1, I2, I1, I1, I5, I3, I4, I5, I5, I4, I3, I4, I3"
blk_1110103749038272039,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_3803561731883430128,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_-7721787031801395545,"I1, I1, I1, I2, I5, I5, I3, I4, I3, I4, I4, I3, I5"
blk_3604336487990486711,"I1, I1, I1, I2, I5, I3, I4, I5, I4, I3, I3, I4, I5"
blk_-2912114633999611251,"I1, I1, I2, I1, I4, I3, I5, I3, I4, I5, I4, I3, I5"
blk_2518548643972693796,"I1, I1, I2, I1, I4, I3, I4, I3, I5, I5, I5, I4, I3"
blk_-433295407779609494,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3"
blk_-7037606149025811364,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4, I30, I30, I30, I17, I17, I17"
blk_-9161330176700186327,"I2, I1, I1, I1, I3, I4, I5, I4, I3, I5, I5, I3, I4, I10"
blk_1419931652394184038,"I2, I1, I1, I1, I3, I4, I5, I4, I3, I4, I5, I3, I5"
blk_-8033067550934958773,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_3113215260000235532,"I1, I2, I1, I1, I3, I4, I5, I3, I4, I3, I4, I5, I5, I10"
blk_1531186636306465624,"I1, I1, I1, I2, I4, I3, I5, I5, I5, I4, I3, I4, I3, W4, I10"
blk_3624831626330279,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I4, I3, I5"
blk_4735170037512109050,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_6149940887048440501,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-1585002854938184954,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_8116829875029346260,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_28342046310534338,"I1, I2, I1, I1, I5, I3, I4, I5, I5, I4, I3, I3, I4"
blk_-6292916580373969636,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I5, I3, I4"
blk_6667081901805810564,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5"
blk_6427986660221777900,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-3085074702488482384,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I3, I3, I4, I3"
blk_7987037465396422593,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3"
blk_3777400576053320362,"I1, I1, I2, I1, I5, I5, I4, I3, I5, I4, I3, I4, I3"
blk_4239299311262423943,"I2, I1, I1, I1, I3, I4, I3, I4, I5, I4, I3, I5, I5, I10"
blk_3309892303058859467,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I3, I4, I4, I3, W4, I10"
blk_-4133076825407489364,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I3, I4, I4"
blk_-6314246411424259198,"I1, I2, I1, I1, I4, I5, I5, I3, I4, I5, I3, I4, I3"
blk_2339506072229182095,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-2506756902829381065,"I1, I2, I1, I1, I5, I4, I3, I5, I4, I3, I3, I4, I5, W4, I10"
blk_-3882682418213938985,"I2, I1, I1, I1, I5, I3, I4, I3, I4, I5, I5, I3, I4"
blk_-239029262764278920,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I5, I3, I4, I30, I30, I30, I17, I17, I17"
blk_651638550488354015,"I1, I1, I1, I2, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_2762417167163226142,"I1, I1, I2, I1, I5, I3, I4, I5, I5, I3, I4, I4, I3"
blk_8609486623699905184,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, W4, I10"
blk_-5424656836977939030,"I1, I2, I1, I1, I5, I3, I4, I5, I5, I3, I4, I3, I4"
blk_2379262136154595130,"I1, I1, I2, I1, I4, I3, I4, I5, I5, I5, I3, I3, I4"
blk_-9103162931095404625,"I2, I1, I1, I1, I4, I5, I3, I5, I3, I4, I3, I4, I5"
blk_1972973078894968248,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, W4, I10"
blk_8590388998997288993,"I2, I1, I1, I1, I3, I4, I5, I5, I4, I3, I4, I3, I5"
blk_5713742105809031006,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_347007728348970206,"I1, I1, I2, I1, I5, I5, I4, I3, I3, I4, I5, I4, I3"
blk_-6413681233074910808,"I2, I1, I1, I1, I4, I3, I4, I3, I5, I5, I5, I4, I3"
blk_-4856649098203272919,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_-4961754004059003306,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I3, I4"
blk_5118524447786253337,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-3441780665782532936,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-1164141089748404660,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_8913840905861327219,"I1, I1, I1, I2, I3, I4, I3, I4, I5, I5, I3, I4, I5"
blk_-427522761434588674,"I2, I1, I1, I1, I5, I5, I4, I4, I3, I3, I4, I5, I3"
blk_-2788253489261006304,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I3, I4, I3, I4, I30, I30, I30, I17, I17, I17"
blk_7355647744531171394,"I1, I2, I1, I1, I3, I4, I5, I5, I4, I3, I5, I4, I3"
blk_7986498727196349226,"I2, I1, I1, I1, I3, I4, I5, I5, I3, I4, I4, I3, I5"
blk_3208127825727681640,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_5169752305771947337,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_-1522547842783277194,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_-7521828723551294080,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_36455684225874687,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_3525346450481787118,"I2, I1, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-7308812093264597308,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I4, I3"
blk_373767050407087462,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4, I30, I30, I30, I17, I17, I17"
blk_-2615609585814718327,"I1, I2, I1, I1, I5, I4, I4, I3, I4, I3, I3, I5, I5"
blk_-815949040597997288,"I1, I2, I1, I1, I5, I5, I3, I3, I4, I4, I3, I4, I5"
blk_-8833195937065631436,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3, W4, I10"
blk_771615480538766733,"I1, I1, I1, I2, I5, I5, I3, I4, I4, I3, I4, I3, I5"
blk_2797806685167468149,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_1999985864486666367,"I2, I1, I1, I1, I3, I4, I4, I3, I5, I5, I5, I3, I4"
blk_6160126078629320190,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_6982374960031167625,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_9092178471178308121,"I1, I1, I2, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_-8974433485778273038,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4"
blk_-4619876640667646189,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I3, I4, I3"
blk_4014903933880847009,"I1, I1, I1, I2, I5, I3, I4, I5, I4, I5, I4, I3, I3"
blk_-8035685369540137610,"I1, I1, I2, I1, I5, I4, I3, I5, I4, I3, I3, I4, I5, I30, I30, I30, I17, I17, I17"
blk_3053310778276821941,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_5941635400004182175,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I4, I3, I5, I5, I10"
blk_9052105320312387000,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5"
blk_-7394204176609923095,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
